town,url,name
Henrietta,http://rocwiki.org/Amiel%27s,Amiel's
Henrietta,http://rocwiki.org/Bombay_Chaat_House,Bombay Chaat House
Henrietta,http://rocwiki.org/Boston_Market,Boston Market
Henrietta,http://rocwiki.org/Bugaboo_Creek,Bugaboo Creek
Henrietta,http://rocwiki.org/Carrabba%27s_Italian_Grill,Carrabba's Italian Grill
Henrietta,http://rocwiki.org/Chili%27s,Chili's
Henrietta,http://rocwiki.org/China_Garden,China Garden
Henrietta,http://rocwiki.org/Cosimos_Pizza,Cosimos Pizza
Henrietta,http://rocwiki.org/Cracker_Barrel,Cracker Barrel
Henrietta,http://rocwiki.org/Denny%27s,Denny's
Henrietta,http://rocwiki.org/The_Distillery,The Distillery
Henrietta,http://rocwiki.org/El_Dorado_Mexican_Cuisine,El Dorado Mexican Cuisine
Henrietta,http://rocwiki.org/Guys_Pizza_Co.,Guys Pizza Co.
Henrietta,http://rocwiki.org/Haveli_Indian_Cuisine,Haveli Indian Cuisine
Henrietta,http://rocwiki.org/IHOP,IHOP
Henrietta,http://rocwiki.org/Infantino%27s_Market_Restaurant,Infantino's Market Restaurant
Henrietta,http://rocwiki.org/Jimmy_John%27s_Gourmet_Sandwiches,Jimmy John's Gourmet Sandwiches
Henrietta,http://rocwiki.org/Kenna%27s_Diner,Kenna's Diner
Henrietta,http://rocwiki.org/King_and_I,King and I
Henrietta,http://rocwiki.org/Joe%27s_Crab_Shack,Joe's Crab Shack
Henrietta,http://rocwiki.org/Ken%27s_Pizza_Corner,Ken's Pizza Corner
Henrietta,http://rocwiki.org/Lucci%27s_Pizza_%26_Grill,Lucci's Pizza & Grill
Henrietta,http://rocwiki.org/Lunch_Box_Spot,Lunch Box Spot
Henrietta,http://rocwiki.org/MacGregor%27s,MacGregor's
Henrietta,http://rocwiki.org/Mariachi_Mexican_Grill,Mariachi Mexican Grill
Henrietta,http://rocwiki.org/Marvin_Mozzeroni%27s,Marvin Mozzeroni's
Henrietta,http://rocwiki.org/The_Melting_Pot,The Melting Pot
Henrietta,http://rocwiki.org/Mighty_Taco,Mighty Taco
Henrietta,http://rocwiki.org/New_Cantonese,New Cantonese
Henrietta,http://rocwiki.org/Nick_Tahou%27s,Nick Tahou's
Henrietta,http://rocwiki.org/Olive_Garden,Olive Garden
Henrietta,http://rocwiki.org/Outback_Steakhouse,Outback Steakhouse
Henrietta,http://rocwiki.org/Papaya_Asian_Kitchen_%26_Bar,Papaya Asian Kitchen & Bar
Henrietta,http://rocwiki.org/Peppermints_Restaurant,Peppermints Restaurant
Henrietta,http://rocwiki.org/Pickle_Nick%27s,Pickle Nick's
Henrietta,http://rocwiki.org/Red_Lobster,Red Lobster
Henrietta,http://rocwiki.org/Salsarita%27s_Fresh_Cantina,Salsarita's Fresh Cantina
Henrietta,http://rocwiki.org/Shanghai,Shanghai
Henrietta,http://rocwiki.org/Sodam_Korean_Restaurant,Sodam Korean Restaurant
Henrietta,http://rocwiki.org/Sticky_Lips_Pit_BBQ,Sticky Lips Pit BBQ
Henrietta,http://rocwiki.org/Taco_Bell,Taco Bell
Henrietta,http://rocwiki.org/Texas_Roadhouse,Texas Roadhouse
Henrietta,http://rocwiki.org/Tim_Hortons,Tim Hortons
Henrietta,http://rocwiki.org/Tokyo_Japanese_Restaurant,Tokyo Japanese Restaurant
Henrietta,http://rocwiki.org/Tony_Pepperoni,Tony Pepperoni
Henrietta,http://rocwiki.org/Uno_Chicago_Grill,Uno Chicago Grill
Henrietta,http://rocwiki.org/Wendy%27s,Wendy's
Henrietta,http://rocwiki.org/Wings_Over_Rochester,Wings Over Rochester
Henrietta,http://rocwiki.org/Young%27s_Korean_Restaurant,Young's Korean Restaurant
Henrietta,http://rocwiki.org/Bill_Gray%27s,Bill Gray's
Henrietta,http://rocwiki.org/Full_Belly_Deli,Full Belly Deli
Henrietta,http://rocwiki.org/Tully%27s,Tully's
Henrietta,http://rocwiki.org/Burger_King,Burger King
Henrietta,http://rocwiki.org/CiCi%27s_Pizza,CiCi's Pizza
Henrietta,http://rocwiki.org/Dairy_Queen,Dairy Queen
Henrietta,http://rocwiki.org/Five_Guys_Burgers_and_Fries,Five Guys Burgers and Fries
Henrietta,http://rocwiki.org/Grand_Super_Buffet,Grand Super Buffet
Henrietta,http://rocwiki.org/Joe%27s_Brooklyn_Pizza,Joe's Brooklyn Pizza
Henrietta,http://rocwiki.org/Moe%27s_Southwest_Grill,Moe's Southwest Grill
Henrietta,http://rocwiki.org/The_Pita_Pit,The Pita Pit
Henrietta,http://rocwiki.org/Subway_Restaurants,Subway Restaurants
Henrietta,http://rocwiki.org/Calios,Calios
Henrietta,http://rocwiki.org/China_Buffet,China Buffet
Henrietta,http://rocwiki.org/International_Food_Market,International Food Market
Henrietta,http://rocwiki.org/Subway_Restaurants,Subway Restaurants
Henrietta,http://rocwiki.org/Tandoor_of_India,Tandoor of India
Henrietta,http://rocwiki.org/Buffalo_Wild_Wings_Grill_%26_Bar,Buffalo Wild Wings Grill & Bar
Henrietta,http://rocwiki.org/Chipotle_Mexican_Grill,Chipotle Mexican Grill
Henrietta,http://rocwiki.org/DiBella%27s,Dibella's
Henrietta,http://rocwiki.org/Great_Northern_Pizza_Kitchens,Great Northern Pizza Kitchens
Henrietta,http://rocwiki.org/LongHorn_Steakhouse,Longhorn Steakhouse
Henrietta,http://rocwiki.org/Red_Robin,Red Robin
Henrietta,http://rocwiki.org/Romano%27s_Macaroni_Grill,Romano's Macaroni Grill
Henrietta,http://rocwiki.org/Aladdin%27s_Natural_Eatery,Aladdin's Natural Eatery
Henrietta,http://rocwiki.org/Lovin%27_Cup,lovin' cup
Henrietta,http://rocwiki.org/Paradiso_Pizza,Paradiso Pizza
Henrietta,http://rocwiki.org/Wok_With_You,Wok With You
Henrietta,http://rocwiki.org/Bruegger%27s,Bruegger's
Henrietta,http://rocwiki.org/Hibachi_Sushi_Buffet,Hibachi Sushi Buffet
Henrietta,http://rocwiki.org/Jitters_Cafe,Jitters Cafe
Henrietta,http://rocwiki.org/Bob%27s_Diner,Bob's Diner
Henrietta,http://rocwiki.org/JB_Quimby%27s_Public_House,JB Quimby's Public House
Henrietta,http://rocwiki.org/Thali_of_India,Thali of India
Honeoye Falls,http://rocwiki.org/Critics_Family_Restaurant,Critics Family Restaurant
Honeoye Falls,http://rocwiki.org/Enjoy_Cafe,Enjoy Cafe
Honeoye Falls,http://rocwiki.org/Flaherty%27s_Three_Flags,Flaherty's Three Flags
Honeoye Falls,http://rocwiki.org/Guida%27s_Pizzeria,Guida's Pizzeria
Honeoye Falls,http://rocwiki.org/The_Brewery_Pub_%26_Grill,The Brewery Pub & Grill
Honeoye Falls,http://rocwiki.org/The_Rabbit_Room,The Rabbit Room
Irondequoit,http://rocwiki.org/2_Ton_Tony%27s,2 Ton Tony's
Irondequoit,http://rocwiki.org/Amico_Pizza,Amico Pizza
Irondequoit,http://rocwiki.org/Atlas_Eats,Atlas Eats
Irondequoit,http://rocwiki.org/Bay_Front_Restaurant,Bay Front Restaurant
Irondequoit,http://rocwiki.org/Carpani%27s,Carpani's
Irondequoit,http://rocwiki.org/East_Ridge_Diner_%26_Steakhouse,East Ridge Diner & Steakhouse
Irondequoit,http://rocwiki.org/East_Ridge_Family_Restaurant,East Ridge Family Restaurant
Irondequoit,http://rocwiki.org/Gigi%27s_Italian_Kitchen_%26_Catering,Gigi's Italian Kitchen & Catering
Irondequoit,http://rocwiki.org/Grand_Super_Buffet,Grand Super Buffet
Irondequoit,http://rocwiki.org/Gourmet_House,Gourmet House
Irondequoit,http://rocwiki.org/Guido%27s_Pasta_Villa,Guido's Pasta Villa
Irondequoit,http://rocwiki.org/IHOP,IHOP
Irondequoit,http://rocwiki.org/Italian_Osteria,Italian Osteria
Irondequoit,http://rocwiki.org/Kai_Jades_Chinese_Restaurant,Kai Jades Chinese Restaurant
Irondequoit,http://rocwiki.org/Keenan%27s_Restaurant,Keenan's Restaurant
Irondequoit,http://rocwiki.org/Kithno%27s_Seafood,Kithno's Seafood
Irondequoit,http://rocwiki.org/Marvin_Mozzeroni%27s,Marvin Mozzeroni's
Irondequoit,http://rocwiki.org/McNeill%27s_Public_House,McNeill's Public House
Irondequoit,http://rocwiki.org/Monte_Alban_Mexican_Grill,Monte Alban Mexican Grill
Irondequoit,http://rocwiki.org/Nick%27s_Sea_Breeze_Inn,Nick's Sea Breeze Inn
Irondequoit,http://rocwiki.org/Olive_Garden,Olive Garden
Irondequoit,http://rocwiki.org/Parkside_Diner,Parkside Diner
Irondequoit,http://rocwiki.org/Rick%27s_Place,Rick's Place
Irondequoit,http://rocwiki.org/Ridgeview_Family_Restaurant,Ridgeview Family Restaurant
Irondequoit,http://rocwiki.org/Sam%27s_Diner,Sam's Diner
Irondequoit,http://rocwiki.org/Schallers,Schallers
Irondequoit,http://rocwiki.org/Shogun_Palace,Shogun Palace
Irondequoit,http://rocwiki.org/Subway_Restaurants,Subway Restaurants
Irondequoit,http://rocwiki.org/Summerville_Grill,Summerville Grill
Irondequoit,http://rocwiki.org/Taste_of_China,Taste of China
Irondequoit,http://rocwiki.org/Uncle_Danny%27s_Family_Restaurant,Uncle Danny's Family Restaurant
Irondequoit,http://rocwiki.org/Vic_and_Irv%27s,Vic and Irv's
Irondequoit,http://rocwiki.org/Viet-Thai_Restaurant,Viet-Thai Restaurant
Lima,http://rocwiki.org/American_Hotel,American Hotel
Macedon,http://rocwiki.org/Flaherty%27s_Three_Flags,Flaherty's Three Flags
Penfield,http://rocwiki.org/All_Star_Pizza,All Star Pizza
Penfield,http://rocwiki.org/Angus_House_%26_Lounge,Angus House & Lounge
Penfield,http://rocwiki.org/Bazil,Bazil
Penfield,http://rocwiki.org/The_Beale,The Beale
Penfield,http://rocwiki.org/Billy%27s_Homestead,Billy's Homestead
Penfield,http://rocwiki.org/Browncroft_Family_Restaurant,Browncroft Family Restaurant
Penfield,http://rocwiki.org/Charley_Brown%27s_Restaurant,Charley Brown's Restaurant
Penfield,http://rocwiki.org/The_Clark_House,The Clark House
Penfield,http://rocwiki.org/Cornerstone_Restaurant_%26_Cafe,Cornerstone Restaurant & Cafe
Penfield,http://rocwiki.org/Dragon_House,Dragon House
Penfield,http://rocwiki.org/Empire_Pizza,Empire Pizza
Penfield,http://rocwiki.org/The_Grill_and_Tap_Room_at_Shadow_Lake,The Grill and Tap Room at Shadow Lake
Penfield,http://rocwiki.org/Hong_Wah_Chinese_Restaurant,Hong Wah Chinese Restaurant
Penfield,http://rocwiki.org/Itacate,Itacate
Penfield,http://rocwiki.org/Joey%27s_Pasta_House,Joey's Pasta House
Penfield,http://rocwiki.org/La_Bella_Vita,La Bella Vita
Penfield,http://rocwiki.org/Lasalle_Steak_%26_Crab,Lasalle Steak & Crab
Penfield,http://rocwiki.org/Lilian%27s_Restaurant_%26_Party_House,Lilian's Restaurant & Party House
Penfield,http://rocwiki.org/Lindburgers,Lindburgers
Penfield,http://rocwiki.org/Michael%27s_Valley_Grill,Michael's Valley Grill
Penfield,http://rocwiki.org/Monte_Alban_Mexican_Grill,Monte Alban Mexican Grill
Penfield,http://rocwiki.org/Monty%27s_Cafe,Monty's Cafe
Penfield,http://rocwiki.org/The_Original_Steves_Diner,The Original Steves Diner
Penfield,http://rocwiki.org/Pattaya_Thai,Pattaya Thai
Penfield,http://rocwiki.org/Rosey%27s_Italian_Cafe,Rosey's Italian Cafe
Penfield,http://rocwiki.org/Royal_Dynasty,Royal Dynasty
Penfield,http://rocwiki.org/Salvatore%27s_Old_Fashioned_Pizzeria,Salvatore's Old Fashioned Pizzeria
Penfield,http://rocwiki.org/Sanibel_Cottage,Sanibel Cottage
Penfield,http://rocwiki.org/Signatures_at_the_Humphrey_House,Signatures at the Humphrey House
Penfield,http://rocwiki.org/Sonny%27s_Deli,Sonny's Deli
Penfield,http://rocwiki.org/Spring_Garden,Spring Garden
Penfield,http://rocwiki.org/Sully%27s_Family_Pizzeria,Sully's Family Pizzeria
Penfield,http://rocwiki.org/Sushi_King,Sushi King
Penfield,http://rocwiki.org/Taco_Bell,Taco Bell
Penfield,http://rocwiki.org/Tandoor_Flame,Tandoor Flame
Penfield,http://rocwiki.org/T-Bones_Steakhouse,T-Bones Steakhouse
Penfield,http://rocwiki.org/Beale_Street_Cafe,Beale Street Cafe
Penfield,http://rocwiki.org/Chili%27s,Chili's
Penfield,http://rocwiki.org/DiBella%27s,DiBella's
Penfield,http://rocwiki.org/Flaherty%27s_Three_Flags,Flaherty's Three Flags
Penfield,http://rocwiki.org/McDonald%27s,McDonald's
Penfield,http://rocwiki.org/Pizza_Hut,Pizza Hut
Penfield,http://rocwiki.org/Phuket_Thai,Phuket Thai
Penfield,http://rocwiki.org/Bruegger%27s,Bruegger's
Penfield,http://rocwiki.org/Burger_King,Burger King
Penfield,http://rocwiki.org/George%27s_Restaurant,George's Restaurant
Penfield,http://rocwiki.org/Panera_Bread,Panera Bread
Pittsford,http://rocwiki.org/Corner_Bakery_Cafe,Corner Bakery Cafe
Pittsford,http://rocwiki.org/Erie_Grill,Erie Grill
Pittsford,http://rocwiki.org/JoJo,JoJo
Pittsford,http://rocwiki.org/Moe%27s_Southwest_Grill,Moe's Southwest Grill
Pittsford,http://rocwiki.org/Monroe%27s_Restaurant,Monroe's Restaurant
Pittsford,http://rocwiki.org/Next_Door_Bar_%26_Grill,Next Door Bar & Grill
Pittsford,http://rocwiki.org/Pittsford_Pub,Pittsford Pub
Pittsford,http://rocwiki.org/Pomodoro_Grill_and_Wine_Bar,Pomodoro Grill and Wine Bar
Pittsford,http://rocwiki.org/The_Pub_at_Bushnell%27s_Basin,The Pub at Bushnell's Basin
Pittsford,http://rocwiki.org/Label_7,Label 7
Pittsford,http://rocwiki.org/Olive%27s_Greek_Taverna,Olive's Greek Taverna
Pittsford,http://rocwiki.org/Applebee%27s,Applebee's
Pittsford,http://rocwiki.org/Benucci%27s,Benucci's
Pittsford,http://rocwiki.org/Black_and_Blue,Black and Blue
Pittsford,http://rocwiki.org/Cheesecake_Factory,Cheesecake Factory
Pittsford,http://rocwiki.org/Chipotle_Mexican_Grill,Chipotle Mexican Grill
Pittsford,http://rocwiki.org/Colie%27s_Cafe,Colie's Cafe
Pittsford,http://rocwiki.org/Five_Guys_Burgers_and_Fries,Five Guys Burgers and Fries
Pittsford,http://rocwiki.org/The_Food_Bar_at_Wegmans,The Food Bar at Wegmans
Pittsford,http://rocwiki.org/Plum_Garden,Plum Garden
Pittsford,http://rocwiki.org/Hicks_and_McCarthy,Hicks and McCarthy
Pittsford,http://rocwiki.org/Aladdin%27s_Natural_Eatery,Aladdin's Natural Eatery
Pittsford,http://rocwiki.org/Simply_Crepes,Simply Crepes
Pittsford,http://rocwiki.org/Village_Coal_Tower,Village Coal Tower
Scottsville,http://rocwiki.org/Amy_Rose_Pizza,Amy Rose Pizza
Scottsville,http://rocwiki.org/China_Panda,China Panda
Scottsville,http://rocwiki.org/Mark%27s_Pizzeria,Mark's Pizzeria
Scottsville,http://rocwiki.org/Scottsville_Diner,Scottsville Diner
Spencerport,http://rocwiki.org/2_Ton_Tony%27s,2 Ton Tony's
Spencerport,http://rocwiki.org/Abe%27s,Abe's
Spencerport,http://rocwiki.org/Chef_King,Chef King
Spencerport,http://rocwiki.org/Cordello%27s,Cordello's
Spencerport,http://rocwiki.org/Galley_Restaurant,Galley Restaurant
Spencerport,http://rocwiki.org/Grandpa_Sam%27s,Grandpa Sam's
Spencerport,http://rocwiki.org/Little_Louie%27s_Pizzeria,Little Louie's Pizzeria
Spencerport,http://rocwiki.org/Mangia_Mangia,Mangia Mangia
Spencerport,http://rocwiki.org/Pizza_Shack_1,Pizza Shack 1
Spencerport,http://rocwiki.org/Taste_of_Texas_Bar-B-Q,Taste of Texas Bar-B-Q
Spencerport,http://rocwiki.org/Krony%27s_Pizza,Krony's Pizza
Spencerport,http://rocwiki.org/Pineview_Family_Restaurant,Pineview Family Restaurant
Victor,http://rocwiki.org/Bernardo%27s_Pizza_%26_Submarines,Bernardo's Pizza & Submarines
Victor,http://rocwiki.org/Bistro_11,Bistro 11
Victor,http://rocwiki.org/Burger_Shack_Grill,Burger Shack Grill
Victor,http://rocwiki.org/Chili%27s,Chili's
Victor,http://rocwiki.org/Cole_%26_Parks,Cole & Parks
Victor,http://rocwiki.org/Denny%27s,Denny's
Victor,http://rocwiki.org/Dunkin%27_Donuts,Dunkin' Donuts
Victor,http://rocwiki.org/Food_at_Fisher%27s_Station,Food at Fisher's Station
Victor,http://rocwiki.org/Giovanni%27s_Ristorante,Giovanni's Ristorante
Victor,http://rocwiki.org/India_House,India House
Victor,http://rocwiki.org/LongHorn_Steakhouse,Longhorn Steakhouse
Victor,http://rocwiki.org/Lucca_Wood_Fired_Pizza,Lucca Wood Fired Pizza
Victor,http://rocwiki.org/Mickey_Finn%27s_Station_One,Mickey Finn's Station One
Victor,http://rocwiki.org/Olive_Garden,Olive Garden
Victor,http://rocwiki.org/Otto_Tomotto%27s,Otto Tomotto's
Victor,http://rocwiki.org/Panda_Restaurant,Panda Restaurant
Victor,http://rocwiki.org/Papa_Jack%27s_Grill,Papa Jack's Grill
Victor,http://rocwiki.org/Pontillo%27s,Pontillo's
Victor,http://rocwiki.org/Posella%27s_Pizzeria,Posella's Pizzeria
Victor,http://rocwiki.org/salvatore%27s,Salvatore's
Victor,http://rocwiki.org/TGI_Friday%27s,TGI Friday's
Victor,http://rocwiki.org/The_Distillery,The Distillery
Victor,http://rocwiki.org/The_Soup_Spoon,The Soup Spoon
Victor,http://rocwiki.org/The_Thirsty_Turtle,The Thirsty Turtle
Victor,http://rocwiki.org/Tim_Hortons,Tim Hortons
Victor,http://rocwiki.org/Uno_Chicago_Grill,Uno Chicago Grill
Victor,http://rocwiki.org/Victor_Village_Inn,Victor Village Inn
Victor,http://rocwiki.org/Wendy%27s,Wendy's
Victor,http://rocwiki.org/Allen%27s_Cobblestone_Deli,Allen's Cobblestone Deli
Victor,http://rocwiki.org/Amiel%27s,Amiel's
Victor,http://rocwiki.org/Little_Caesars_Pizza,Little Caesars Pizza
Victor,http://rocwiki.org/Moe%27s_Southwest_Grill,Moe's Southwest Grill
Victor,http://rocwiki.org/Rainbow_Wok,Rainbow Wok
Victor,http://rocwiki.org/UMI_Japanese_Steakhouse_%26_Sushi_Bar,UMI Japanese Steakhouse & Sushi Bar
Victor,http://rocwiki.org/Arby%27s,Arby's
Victor,http://rocwiki.org/Auntie_Anne%27s,Auntie Anne's
Victor,http://rocwiki.org/Biaggi%27s,Biaggi's
Victor,http://rocwiki.org/Bonefish_Grill,Bonefish Grill
Victor,http://rocwiki.org/Burger_King,Burger King
Victor,http://rocwiki.org/Champps,Champps
Victor,http://rocwiki.org/Charley%27s_Grilled_Subs,Charley's Grilled Subs
Victor,http://rocwiki.org/Colie%27s_Cafe,Colie's Cafe
Victor,http://rocwiki.org/Friendly%27s,Friendly's
Victor,http://rocwiki.org/P.F._Chang%27s_China_Bistro,P.F. Chang's China Bistro
Victor,http://rocwiki.org/Sbarro,Sbarro
Victor,http://rocwiki.org/Subway_Restaurants,Subway Restaurants
Victor,http://rocwiki.org/Taco_Bell,Taco Bell
Victor,http://rocwiki.org/Tom_Wahl%27s,Tom Wahl's
Webster,http://rocwiki.org/Atlantic_Family_Restaurant,Atlantic Family Restaurant
Webster,http://rocwiki.org/Bruster%27s,Bruster's
Webster,http://rocwiki.org/Castaways_On_the_Lake,Castaways On the Lake
Webster,http://rocwiki.org/The_Garlic_Pit,The Garlic Pit
Webster,http://rocwiki.org/Gyromania,Gyromania
Webster,http://rocwiki.org/Hedges_9_Mile_Point_Restaurant,Hedges 9 Mile Point Restaurant
Webster,http://rocwiki.org/Jade_Palace,Jade Palace
Webster,http://rocwiki.org/Jasmine%27s_Asian_Fusion,Jasmine's Asian Fusion
Webster,http://rocwiki.org/Jimmy_John%27s_Gourmet_Sandwiches,Jimmy John's Gourmet Sandwiches
Webster,http://rocwiki.org/Mama_Lor%27s_Cafe,Mama Lor's Cafe
Webster,http://rocwiki.org/Martino%27s_Pizzeria,Martino's Pizzeria
Webster,http://rocwiki.org/Monte_Alban_Mexican_Grill,Monte Alban Mexican Grill
Webster,http://rocwiki.org/Nutcracker_Family_Restaurant,Nutcracker Family Restaurant
Webster,http://rocwiki.org/Papa_John%27s,Papa John's
Webster,http://rocwiki.org/Phuket_Thai,Phuket Thai
Webster,http://rocwiki.org/Rhino%27s_Pizzeria_%26_Deli,Rhino's Pizzeria & Deli
Webster,http://rocwiki.org/Streppa%27s_Bistro,Streppa's Bistro
Webster,http://rocwiki.org/T%27s_Family_Restaurant,T's Family Restaurant
Webster,http://rocwiki.org/Cold_Stone_Creamery,Cold Stone Creamery
Webster,http://rocwiki.org/Moe%27s_Southwest_Grill,Moe's Southwest Grill
Webster,http://rocwiki.org/Panera_Bread,Panera Bread
Webster,http://rocwiki.org/Red_Robin,Red Robin
Webster,http://rocwiki.org/Royal_Dynasty,Royal Dynasty
Webster,http://rocwiki.org/Spring_Garden,Spring Garden
Webster,http://rocwiki.org/Starbucks,Starbucks
Webster,http://rocwiki.org/Uno_Chicago_Grill,Uno Chicago Grill
Webster,http://rocwiki.org/Burger_King,Burger King
Webster,http://rocwiki.org/China_Chef,China Chef
Webster,http://rocwiki.org/Proietti%27s,Proietti's
Webster,http://rocwiki.org/Sogo_Japanese_Steakhouse,Sogo Japanese Steakhouse
Webster,http://rocwiki.org/Starbucks,Starbucks
Webster,http://rocwiki.org/Subway_Restaurants,Subway Restaurants
Webster,http://rocwiki.org/Hooligans_Eastside_Grill,Hooligans Eastside Grill
Webster,http://rocwiki.org/Moma_Ristorante_Italiano,Moma Ristorante Italiano
Webster,http://rocwiki.org/Pontillo%27s,Pontillo's
Webster,http://rocwiki.org/Taka_House_Japanese_Restaurant,Taka House Japanese Restaurant
Webster,http://rocwiki.org/Barry%E2%80%99s_Old_School_Irish,Barry’s Old School Irish
Webster,http://rocwiki.org/Coach_Sports_Bar,Coach Sports Bar
Webster,http://rocwiki.org/Dunkin%27_Donuts,Dunkin' Donuts
Webster,http://rocwiki.org/Golden_Boys,Golden Boys
Webster,http://rocwiki.org/Hank%27s_Ice_Cream_%26_Roast_Beef_Sandwiches,Hank's Ice Cream & Roast Beef Sandwiches
Webster,http://rocwiki.org/Hatter%27s_Pub,Hatter's Pub
Webster,http://rocwiki.org/Maa%27s_Diner,Maa's Diner
Webster,http://rocwiki.org/Maria%27s_Mexican_Restaurant,Maria's Mexican Restaurant
Webster,http://rocwiki.org/Mark%27s_Pizzeria,Mark's Pizzeria
Webster,http://rocwiki.org/Marvin_Mozzeroni%27s,Marvin Mozzeroni's
Webster,http://rocwiki.org/McDonald%27s,McDonald's
Webster,http://rocwiki.org/No._1,No. 1
Webster,http://rocwiki.org/Prime_Steakhouse,Prime Steakhouse
Webster,http://rocwiki.org/Rubino%27s,Rubino's
Webster,http://rocwiki.org/Webster_Hots,Webster Hots
